[0, 'CS(=O)(=O)c1cnn(-c2ccccc2)c1', [222.04629856, 1.2758, 0.7686486376479359]]
[1, 'COc1cccc(C2CCCN2CC(=O)O)c1', [235.120843404, 1.9166999999999998, 0.8657991673140948]]
[2, 'CCCCCOc1ccc(C(=O)N2CCCC2)cc1', [261.172878976, 3.4916000000000027, 0.7335525879148641]]
[3, 'CC(C)NC(=O)c1ccccc1NC(=O)C1CCCC1', [274.168127944, 2.953500000000001, 0.8865073720207548]]
[4, 'CC(=O)c1ccc(S(=O)(=O)N2CCCC(C(=O)NC(C)C)C2)cc1', [352.14567824799997, 1.8144999999999996, 0.8194194191018266]]
[5, 'Cc1ccc(S(=O)(=O)N2CCN(C(C)C)CC2)cc1', [282.140198944, 1.7097200000000001, 0.8472001252463742]]
[6, 'CCCCn1c(SCC(=O)N2CCCCC2)nc2c1c(=O)[nH]c(=O)n2C', [379.16781066, 1.3279999999999998, 0.7645007946394866]]
[7, 'COc1cc(OC)cc(C(=O)N2CCCC2C(=O)O)c1', [279.11067264400003, 1.393, 0.9010416332512574]]
[8, 'CC(=O)c1cc(C(=O)N2CCCC(c3nc(C)no3)C2)cs1', [319.09906240400005, 2.661920000000001, 0.8129398740646098]]
[9, 'COc1ccc(-c2nnc(SCC(=O)N3CCCCC3)o2)cc1', [333.114712468, 2.849800000000001, 0.7838544052786327]]
[10, 'Cc1cccc(C)c1OCC(=O)N1CCCC1', [233.141578848, 2.30464, 0.8014261385342357]]
[11, 'CCCCCCCCCCCCCCCCCCOC(=O)O', [314.28209507599996, 6.942500000000007, 0.2334155432108389]]
[12, 'CN(CC(=O)N1CCCC1)Cc1ccccc1', [232.15756326, 1.7407999999999997, 0.7892015067326328]]
[13, 'CC(=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1', [268.088163372, 1.4295, 0.9014517547751917]]
[14, 'Cc1ccc(C(=O)Nc2ccccc2C(=O)O)cc1', [255.089543276, 2.945520000000001, 0.8856631665720406]]
[15, 'Cc1cccc(C)c1NC(=O)C1CCCC1', [217.146664228, 3.432140000000002, 0.8075099591105963]]
[16, 'CN(CC(=O)NC1CCCCC1)Cc1ccccc1F', [278.179441576, 2.7064000000000004, 0.8978888861669139]]
[17, 'COCCN(Cc1ccccc1)C(=O)Nc1ccccc1OC', [314.16304256399997, 3.375700000000002, 0.8521833240654253]]
[18, 'CCCCNC(=O)c1ccc(NC(C)=O)cc1', [234.136827816, 2.1749, 0.7670379567049668]]
[19, 'CCC(C)NC(=O)C(CC)N(c1ccccc1)S(C)(=O)=O', [312.15076362799994, 2.1459, 0.8386393001323279]]
[20, 'COc1ccc(S(=O)(=O)N2CCCC2)cc1C(=O)O', [285.06709358, 1.1779, 0.8976222349242502]]
[21, 'O=C1Nc2ccccc2C1=Cc1ccccc1', [221.084063972, 3.1793000000000013, 0.7360920258682248]]
[22, 'CCCCOc1c(Br)cc(C=C2C(=O)NC(=O)N(C)C2=O)cc1OC', [410.047733808, 2.7282, 0.4422102703483174]]
[23, 'CC(Oc1ccc(C#N)cc1)C(=O)N1CCCC1', [244.121177752, 1.94798, 0.816192786316774]]
[24, 'COc1cccc(N2CCN(C(=O)c3ccc(CN4CCCC4)cc3)CC2)c1', [379.225977168, 3.253400000000002, 0.799021603557573]]
[25, 'CCOc1ncccc1C(=O)N1CCCCC1C', [248.15247788, 2.4949000000000003, 0.8250074122466825]]
[26, 'CCCCCCc1ccc(C(=O)O)cc1', [206.130679816, 3.507600000000002, 0.7230613319860725]]
[27, 'COC(=O)C1=C(C)N(C)C(=O)NC1c1ccccc1F', [278.10667056000005, 1.9687999999999999, 0.8413698752920521]]
[28, 'CNS(=O)(=O)c1cccc(C(=O)N2CCCCCC2)c1', [296.1194635, 1.6109, 0.9212593814893764]]
[29, 'Cc1cc2c(c(C)c1O)CCC(=O)N2', [191.094628656, 1.8937399999999995, 0.6151178939722987]]
[30, 'Cc1ccc(C)c(S(=O)(=O)Nc2ccccc2C(=O)O)c1', [305.07217896, 2.8024400000000007, 0.9094823653320522]]
[31, 'O=C(c1ccccc1F)N1CCCC(c2nccn2CC2CC2)C1', [327.174690544, 3.4520000000000026, 0.8624741385823314]]
[32, 'CC(Oc1ccc(C#N)cc1)C(=O)N1CCCC1', [244.121177752, 1.94798, 0.816192786316774]]
[33, 'CS(=O)(=O)c1cnn(-c2ccccc2)n1', [223.041547528, 0.6708000000000001, 0.7502457391599469]]
[34, 'O=C(c1cncc(Br)c1)N1CCCC1', [254.005475072, 2.0801, 0.7692714383450711]]
[35, 'O=C(C1CCCN(S(=O)(=O)c2cccc(F)c2)C1)N1CCCCC1', [354.141341816, 2.2389, 0.8364158175633496]]
[36, 'Cc1ccc(-c2noc(CCC(=O)N3CCCC3)n2)cc1', [285.147726848, 2.6000200000000007, 0.8660481505129017]]
[37, 'COc1ccccc1N1CCN(C(=O)C2CCCCC2C)CC1', [316.215078136, 3.1701000000000015, 0.8584939017810742]]
[38, 'CCC(C(=O)Nc1ccc(F)cc1)n1cncn1', [248.107339256, 2.0069999999999997, 0.8998805983005972]]
[39, 'Cc1cccc(C)c1OCC(=O)N1CCCC1', [233.141578848, 2.30464, 0.8014261385342357]]
[40, 'CCS(=O)(=O)N1CCCC(C(=O)NC2CCCCC2)C1', [302.166413692, 1.4969999999999997, 0.8555133380711671]]
[41, 'CC(NS(=O)(=O)c1ccc(F)cc1)C1CC1', [243.072927908, 1.9025, 0.8775753410609352]]
[42, 'CS(=O)(=O)c1cnn(-c2ccccc2)n1', [223.041547528, 0.6708000000000001, 0.7502457391599469]]
[43, 'CCN(CC)C(=O)CSc1nc2ccccc2n1C', [277.124883228, 2.5338000000000003, 0.7882834661752961]]
[44, 'CC(C)NC(=O)c1ccccc1NC(=O)C1CCCC1', [274.168127944, 2.953500000000001, 0.8865073720207548]]
[45, 'CC(=O)N1CCCC1c1ccc(C(=O)N(C)C)cn1', [261.147726848, 1.4668, 0.8097080781344436]]
[46, 'CCn1c2ccccc2c2cnn(CC(=O)NCc3cccnc3)c(=O)c21', [361.15387484800004, 2.0824999999999996, 0.5900345332962826]]
[47, 'NS(=O)(=O)c1ccc(CCNC(=O)C2CCCCC2)cc1', [310.135113564, 1.5729999999999988, 0.8648561248961979]]
[48, 'CCn1ccnc1C1CCCN(C(=O)c2cccc(F)c2)C1', [301.15904048, 3.0619000000000014, 0.8736192037224877]]
[49, 'Cc1noc(C)c1CCC(=O)N1CCCC1c1cccs1', [304.12454888, 3.6492400000000025, 0.8658962665579852]]
